V-1040HX;2024-05-01;267-1656102;101.99
V-1000FR;2024-05-10;759-1661273;123.18
V-1040HX;2024-05-01;267-1658424;285.94
V-1040HX;2024-05-01;267-1659906;131.99
V-1040HX;2024-05-01;267-1659405;75.99
V-1040HX;2024-05-03;267-1660384;63.99
V-1040HX;2024-05-08;267-1659623;71.99
V-1040HX;2024-05-08;267-1661191;63.99
V-1040HX;2024-05-10;759-1659874;93.75
V-1040HX;2024-05-08;267-1659907;49.99
27300;2024-05-09;836-1662488;138
V-1040HX;2024-05-01;267-1660032;89.99
V-1040HX;2024-05-01;267-1660074;132.99
V-1040HX;2024-05-07;267-1661977;87.99
V-1040HX;2024-05-03;267-1660075;116.99
V-1040HX;2024-05-01;267-1660107;92.99
V-1000FR;2024-05-02;759-1660112;209.54
V-1040HX;2024-05-13;267-1661848;141.99
V-1040HX;2024-05-01;267-1660197;37.99
V-1040HX;2024-05-02;267-1660219;101.99
V-1000NB;2024-05-02;759-1660278;61.14
V-1000SO;2024-05-10;759-1660286;150.97
27300;2024-05-10;533-1660308;40.95
V-1040HX;2024-05-03;267-1660385;29.99
V-1040HX;2024-05-03;267-1660386;29.99
V-1040HX;2024-05-22;267-1660471;99.99
V-1040HX;2024-05-06;267-1662148;27.99
V-1040HX;2024-05-03;267-1661205;57.99
V-1040HX;2024-05-02;267-1660426;77.99
V-1040HX;2024-05-03;267-1660436;179.99
V-1040HX;2024-05-03;267-1660437;27.99
V-1040HX;2024-05-03;267-1660438;63.99
V-1040HX;2024-05-03;267-1660506;175.99
V-1040HX;2024-05-03;267-1660507;157.99
V-1040HX;2024-05-03;267-1660508;233.99
V-1040HX;2024-05-03;267-1660511;113.99
V-1040HX;2024-05-03;267-1660512;59.99
V-1040HX;2024-05-03;267-1660513;229.99
V-1040HX;2024-05-03;267-1660525;282
V-1000SJ;2024-05-03;759-1660710;175.55
V-1040HX;2024-05-02;267-1660570;27.99
V-1040HX;2024-05-08;267-1660837;63.99
V-1040HX;2024-05-01;267-1660838;63.99
V-1040HX;2024-05-01;267-1660839;261.99
V-1040HX;2024-05-03;267-1660840;301.99
27300;2024-05-01;836-1661099;178
27300;2024-05-07;836-1662489;188
27300;2024-05-06;533-1660790;65.95
V-1040HX;2024-05-01;267-1660841;249.99
V-1040HX;2024-05-01;267-1660842;63.99
V-1040HX;2024-05-07;267-1660843;175.99
V-1040HX;2024-05-01;267-1660866;133.99
V-1040HX;2024-05-06;267-1660867;29.99
V-1040HX;2024-05-08;267-1660868;105.99
V-1040HX;2024-05-06;267-1660907;53.99
V-1040HX;2024-05-03;267-1660891;39.99
V-1040HX;2024-05-07;267-1660892;63.99
V-1040HX;2024-05-01;267-1660893;179.99
V-1040HX;2024-05-01;267-1660894;71.99
V-1040HX;2024-05-06;267-1660910;101.99
V-1040HX;2024-05-06;267-1660931;138
V-1040HX;2024-05-07;267-1660985;163.99
V-1040HX;2024-05-06;267-1660987;15.99
V-1040HX;2024-05-13;267-1661832;179.99
V-1040HX;2024-05-23;267-1663026;63.99
V-1040HX;2024-05-01;267-1661042;71.99
V-1040HX;2024-05-02;267-1661043;92.99
V-1040HX;2024-05-10;267-1661045;27.99
V-1040HX;2024-05-02;267-1661058;241.99
V-1040HX;2024-05-02;267-1661059;109.99
V-1040HX;2024-05-23;267-1661088;227.99
V-1040HX;2024-05-02;267-1661073;109.99
V-1040HX;2024-05-10;267-1661979;131.99
V-1040HX;2024-05-02;267-1661074;241.99
V-1040HX;2024-05-08;267-1662315;71.99
V-1040HX;2024-05-02;267-1661090;168
V-1040HX;2024-05-06;267-1661094;98
V-1040HX;2024-05-02;267-1661097;57
V-1040HX;2024-05-08;267-1662524;24
V-1040HX;2024-05-06;267-1661192;139.99
V-1040HX;2024-05-03;267-1661193;105.99
V-1040HX;2024-05-08;267-1661194;57.99
V-1040HX;2024-05-08;267-1661195;57.99
V-1040HX;2024-05-09;267-1661206;63.99
V-1040HX;2024-05-08;267-1661207;29.99
V-1040HX;2024-05-08;267-1661208;63.99
V-1040HX;2024-05-01;267-1661209;71.99
V-1040HX;2024-05-02;267-1661237;99.99
V-1040HX;2024-05-07;267-1661238;81.99
V-1040HX;2024-05-02;267-1661239;71.99
V-1040HX;2024-05-03;267-1661399;71.99
V-1040HX;2024-05-09;267-1661400;63.99
V-1040HX;2024-05-09;267-1661401;49.99
V-1040HX;2024-05-09;267-1661402;29.99
V-1040HX;2024-05-03;267-1661564;99.99
V-1040HX;2024-05-03;267-1661565;99.99
V-1040HX;2024-05-13;267-1661566;39.99
V-1040HX;2024-05-10;267-1661567;167.99
V-1040HX;2024-05-03;267-1661578;57.99
V-1040HX;2024-05-06;267-1661579;71.99
V-1040HX;2024-05-09;267-1661587;253.99
V-1040HX;2024-05-03;267-1661588;80.99
V-1040HX;2024-05-06;267-1661590;71.99
V-1040HX;2024-05-06;267-1661591;92.99
V-1040HX;2024-05-03;267-1661596;63.99
V-1040HX;2024-05-03;267-1661599;63.99
V-1040HX;2024-05-06;267-1661600;179.99
V-1040HX;2024-05-10;267-1661608;63.99
V-1040HX;2024-05-06;267-1661824;109.99
V-1040HX;2024-05-10;267-1661825;213.99
V-1040HX;2024-05-10;267-1662525;146
27300;2024-05-07;836-1662490;138
V-1040HX;2024-05-15;267-1662985;71.99
V-1040HX;2024-05-07;267-1661833;63.99
V-1040HX;2024-05-13;267-1661866;145.99
27300;2024-05-06;836-1661870;138
V-1040HX;2024-05-14;267-1661849;53.99
27300;2024-05-06;836-1661872;84
27300;2024-05-07;836-1661873;139
V-1040HX;2024-05-13;267-1661867;227.99
27300;2024-05-06;836-1661877;178
27300;2024-05-06;836-1661878;318
V-1040HX;2024-05-08;267-1661879;179.99
V-1040HX;2024-05-07;267-1661880;63.99
V-1040HX;2024-05-13;267-1661881;63.99
V-1040HX;2024-05-16;267-1661908;63.99
V-1040HX;2024-05-17;267-1661918;116
V-1040HX;2024-05-08;267-1661915;214
V-1040HX;2024-05-08;267-1661941;261.99
V-1040HX;2024-05-14;267-1661982;63.99
V-1040HX;2024-05-13;267-1662031;63.99
V-1040HX;2024-05-07;267-1662032;63.99
V-1040HX;2024-05-13;267-1662033;63.99
V-1040HX;2024-05-13;267-1662034;63.99
V-1040HX;2024-05-13;267-1662035;99.99
V-1040HX;2024-05-13;267-1662036;71.99
V-1040HX;2024-05-08;267-1662089;72
V-1040HX;2024-05-17;267-1662098;120.99
V-1040HX;2024-05-03;267-1662102;36
V-1040HX;2024-05-08;267-1662103;108
V-1040HX;2024-05-15;267-1662149;63.99
V-1040HX;2024-05-06;267-1662150;97.99
V-1040HX;2024-05-06;267-1662151;97.99
V-1040HX;2024-05-24;267-1663340;92.99
V-1040HX;2024-05-14;267-1662252;63.99
V-1040HX;2024-05-14;267-1662253;63.99
V-1040HX;2024-05-10;267-1662254;213.99
V-1040HX;2024-05-16;267-1662255;151.99
V-1040HX;2024-05-17;267-1662316;91.99
V-1040HX;2024-05-10;267-1662256;213.99
V-1040HX;2024-05-17;267-1662259;132.94
V-1040HX;2024-05-24;267-1662317;63.99
V-1040HX;2024-05-10;267-1662318;71.99
V-1040HX;2024-05-08;267-1662452;163.99
V-1040HX;2024-05-16;267-1662470;29.99
V-1040HX;2024-05-08;267-1662453;163.99
V-1040HX;2024-05-17;267-1663547;177.99
V-1040HX;2024-05-08;267-1662454;99.99
V-1040HX;2024-05-16;267-1662471;29.99
V-1040HX;2024-05-16;267-1662472;29.99
27300;2024-05-09;836-1662491;114
27300;2024-05-07;836-1662493;148
V-1040HX;2024-05-16;267-1662498;277.99
27300;2024-05-07;836-1662494;148
27300;2024-05-09;836-1662495;178
V-1040HX;2024-05-08;267-1662501;113.99
27300;2024-05-09;836-1662496;298
V-1040HX;2024-05-13;267-1662502;203.99
27300;2024-05-07;836-1662497;298
V-1040HX;2024-05-17;267-1662503;105.99
V-1040HX;2024-05-10;267-1662519;113.99
V-1040HX;2024-05-22;267-1662520;63.99
V-1040HX;2024-05-17;267-1662521;179.99
V-1040HX;2024-05-22;267-1662523;142.99
V-1040HX;2024-05-14;267-1662526;188
V-1040HX;2024-05-10;267-1662567;105
V-1040HX;2024-05-17;267-1662684;29.99
V-1040HX;2024-05-24;267-1662619;204
V-1040HX;2024-05-09;267-1662699;87.99
V-1040HX;2024-05-09;267-1662700;99.99
V-1040HX;2024-05-14;267-1662711;102.99
V-1040HX;2024-05-16;267-1662712;203.99
V-1040HX;2024-05-17;267-1662713;63.99
V-1040HX;2024-05-17;267-1662715;63.99
V-1040HX;2024-05-14;267-1663141;78
V-1040HX;2024-05-23;267-1663341;63.99
27300;2024-05-10;836-1662855;94
27300;2024-05-13;836-1662939;138
27300;2024-05-13;836-1662940;248
27300;2024-05-13;836-1662941;278
V-1040HX;2024-05-09;267-1662987;29.99
V-1040HX;2024-05-14;267-1662988;99.99
V-1040HX;2024-05-14;267-1662989;99.99
27300;2024-05-13;836-1662942;318
V-1040HX;2024-05-22;267-1663027;63.99
V-1040HX;2024-05-15;267-1663029;71.99
V-1040HX;2024-05-23;267-1663030;99.99
V-1040HX;2024-05-15;267-1663031;71.99
V-1040HX;2024-05-16;267-1663045;179.99
V-1040HX;2024-05-14;267-1663046;167.99
27300;2024-05-30;836-1664886;138
27300;2024-05-13;836-1663108;188
V-1040HX;2024-05-16;267-1663136;187.99
V-1040HX;2024-05-23;267-1663146;39.99
V-1040HX;2024-05-14;267-1663147;71.99
V-1040HX;2024-05-13;267-1663148;71.99
V-1040HX;2024-05-23;267-1663200;99.99
V-1040HX;2024-05-15;267-1663201;160.99
V-1040HX;2024-05-16;267-1663205;103.99
V-1040HX;2024-05-14;267-1663206;103.99
V-1040HX;2024-05-15;267-1663207;163.99
V-1040HX;2024-05-21;267-1663316;71.99
V-1040HX;2024-05-15;267-1663216;262
V-1040HX;2024-05-16;267-1663317;63.99
V-1040HX;2024-05-16;267-1663318;261.99
V-1040HX;2024-05-21;267-1663319;95.99
V-1040HX;2024-05-24;267-1663325;61.99
V-1040HX;2024-05-13;267-1663326;27.99
V-1040HX;2024-05-21;267-1663327;33.99
V-1040HX;2024-05-24;267-1663342;63.99
V-1040HX;2024-05-21;267-1663391;29.99
V-1040HX;2024-05-16;267-1663392;71.99
V-1040HX;2024-05-14;267-1663354;30
V-1040HX;2024-05-17;267-1663357;88
V-1040HX;2024-05-24;267-1663382;84
V-1040HX;2024-05-14;267-1663393;57.99
V-1040HX;2024-05-23;267-1663400;121.94
V-1040HX;2024-05-14;267-1663402;41.99
V-1040HX;2024-05-22;267-1663504;63.99
V-1040HX;2024-05-21;267-1663505;95.99
V-1040HX;2024-05-21;267-1663515;29.99
V-1040HX;2024-05-16;267-1663516;63.99
V-1040HX;2024-05-27;267-1663517;123.99
V-1040HX;2024-05-21;267-1663518;116.99
V-1040HX;2024-05-27;267-1663519;63.99
V-1040HX;2024-05-24;267-1663520;63.99
V-1040HX;2024-05-27;267-1663549;99.99
V-1040HX;2024-05-21;267-1663552;185.99
V-1040HX;2024-05-16;267-1663555;77.99
V-1040HX;2024-05-16;267-1663558;63.99
V-1040HX;2024-05-15;267-1663559;71.99
V-1040HX;2024-05-21;267-1663636;167.99
V-1040HX;2024-05-24;267-1664315;179.99
V-1040HX;2024-05-17;267-1663637;123.99
V-1040HX;2024-05-16;267-1663638;213.99
V-1040HX;2024-05-21;267-1663639;145.99
V-1040HX;2024-05-21;267-1663644;203.99
V-1040HX;2024-05-21;267-1663645;92.99
V-1040HX;2024-05-27;267-1664465;63.99
V-1040HX;2024-05-29;267-1663959;113.99
27300;2024-05-15;836-1663983;37
27300;2024-05-22;836-1663984;238
27300;2024-05-22;836-1663988;348
27300;2024-05-22;836-1663991;38
27300;2024-05-22;836-1663992;198
V-1040HX;2024-05-24;267-1664010;63.99
V-1040HX;2024-05-23;267-1664056;215.99
V-1040HX;2024-05-28;267-1664057;63.99
V-1040HX;2024-05-22;267-1664058;241.99
V-1040HX;2024-05-29;267-1664059;105.99
V-1040HX;2024-05-22;267-1664060;109.99
V-1040HX;2024-05-29;267-1664138;113.99
V-1040HX;2024-05-29;267-1664139;59.99
V-1040HX;2024-05-23;267-1664218;133.99
V-1040HX;2024-05-31;267-1664219;245.99
V-1040HX;2024-05-29;267-1664226;29.99
V-1040HX;2024-05-23;267-1664220;301.99
V-1040HX;2024-05-29;267-1664227;101.99
V-1040HX;2024-05-22;267-1664228;149.99
V-1040HX;2024-05-29;267-1664229;127.99
V-1040HX;2024-05-29;267-1664230;29.99
V-1040HX;2024-05-23;267-1664244;105
V-1040HX;2024-05-22;267-1664241;213.99
V-1040HX;2024-05-29;267-1664243;63.99
V-1040HX;2024-05-27;267-1664245;218
V-1040HX;2024-05-23;267-1664297;99.99
V-1040HX;2024-05-23;267-1664298;99.99
V-1040HX;2024-05-30;267-1664299;121.99
V-1040HX;2024-05-23;267-1664316;77.99
V-1040HX;2024-05-31;759-1664379;139.39
V-1040HX;2024-05-23;267-1664358;253.99
V-1040HX;2024-05-24;267-1664359;109.99
V-1000NB;2024-05-28;759-1664338;137.22
V-1040HX;2024-05-24;267-1664374;99.99
V-1040HX;2024-05-31;267-1664375;111.99
V-1040HX;2024-05-23;267-1664458;201.99
V-1040HX;2024-05-30;267-1664466;63.99
V-1040HX;2024-05-28;267-1664473;262
V-1040HX;2024-05-27;267-1664484;106
V-1040HX;2024-05-31;267-1664574;157.99
V-1040HX;2024-05-24;267-1664490;70
V-1040HX;2024-05-27;267-1664497;70
V-1040HX;2024-05-31;267-1664504;16
V-1040HX;2024-05-29;267-1664578;101.99
V-1040HX;2024-05-30;267-1664582;92.99
V-1040HX;2024-05-30;267-1664584;215.99
V-1040HX;2024-05-29;267-1664601;179.99
V-1040HX;2024-05-29;267-1664602;113.99
V-1040HX;2024-05-29;267-1664604;63.99
V-1040HX;2024-05-31;267-1664822;122
V-1040HX;2024-05-27;267-1664810;99.99
V-1040HX;2024-05-27;267-1664811;261.99
V-1040HX;2024-05-28;267-1664936;149.99
V-1040HX;2024-05-28;267-1664937;103.99
27300;2024-05-27;836-1664887;138
27300;2024-05-27;836-1664888;32
27300;2024-05-27;836-1664889;348
V-1040HX;2024-05-31;267-1664939;29.99
V-1040HX;2024-05-27;267-1665022;145.99
V-1040HX;2024-05-31;267-1665058;235.99
V-1040HX;2024-05-31;267-1665534;63.99
V-1040HX;2024-05-29;267-1665188;189.99
V-1040HX;2024-05-29;267-1665189;77.99
V-1040HX;2024-05-29;267-1665195;149.99
27300;2024-05-30;836-1665259;188
27300;2024-05-30;836-1665260;248
27300;2024-05-30;836-1665265;238
27300;2024-05-30;836-1665267;238
27300;2024-05-30;836-1665268;84
V-1040HX;2024-05-31;267-1665274;179.99
V-1040HX;2024-05-28;267-1665304;63.99
V-1040HX;2024-05-30;267-1665311;144
V-1040HX;2024-05-30;267-1665418;133.99
V-1040HX;2024-05-29;267-1665434;249.99
V-1040HX;2024-05-31;267-1665436;85.99
V-1040HX;2024-05-31;267-1665631;63.99
V-1040HX;2024-05-31;267-1665665;57.99
V-1000NB;2024-05-01;266-1658823;179.99
V-1000NB;2024-05-08;266-1661035;99.99
V-1000NB;2024-05-08;266-1661185;111.99
V-1000NB;2024-05-14;266-1659805;185.99
V-1000NB;2024-05-07;266-1659878;173.99
V-1000NB;2024-05-01;266-1659899;141.99
V-1000NB;2024-05-01;266-1660050;115.99
V-1000NB;2024-05-03;266-1660377;111.99
V-1000NB;2024-05-09;266-1661721;277.99
V-1000NB;2024-05-01;266-1660442;135.99
V-1000NB;2024-05-03;266-1660480;98.99
V-1000NB;2024-05-03;266-1660473;149.99
V-1000NB;2024-05-03;266-1660481;179.99
V-1000NB;2024-05-03;266-1660482;92.99
V-1000NB;2024-05-03;266-1660494;113.99
V-1000NB;2024-05-03;266-1660619;75.99
V-1000NB;2024-05-03;266-1660620;29.99
V-1000NB;2024-05-03;266-1660621;179.99
V-1000NB;2024-05-03;266-1660623;75.99
V-1000NB;2024-05-03;266-1660630;113.99
V-1000NB;2024-05-02;266-1660684;51.99
V-1000NB;2024-05-03;266-1660752;85.99
V-1000NB;2024-05-03;266-1660753;219.99
V-1000NB;2024-05-10;266-1660754;259.99
V-1000NB;2024-05-03;266-1660755;99.99
V-1000NB;2024-05-03;266-1660756;219.99
V-1000NB;2024-05-03;266-1660757;92.99
V-1000NB;2024-05-01;266-1660758;101.99
V-1000NB;2024-05-01;266-1660759;225.99
V-1000NB;2024-05-06;266-1660785;75.99
V-1000NB;2024-05-06;266-1660834;111.99
V-1000NB;2024-05-01;266-1660928;185.99
V-1000NB;2024-05-02;266-1661036;129.99
V-1000NB;2024-05-02;266-1661095;111.99
V-1000NB;2024-05-02;266-1661096;99.99
V-1000NB;2024-05-06;266-1661186;121.99
V-1000NB;2024-05-02;266-1661336;113.99
V-1000NB;2024-05-02;266-1661337;99.99
V-1000NB;2024-05-06;266-1661449;263.99
V-1000NB;2024-05-06;266-1661450;139.99
V-1000NB;2024-05-03;266-1661451;80.99
V-1000NB;2024-05-15;266-1661452;75.99
V-1000NB;2024-05-10;266-1661453;229.99
V-1000NB;2024-05-03;266-1661584;121.99
V-1000NB;2024-05-07;266-1661585;109.99
V-1000NB;2024-05-10;266-1661586;213.99
V-1000NB;2024-05-10;266-1661716;265.99
V-1000NB;2024-05-07;266-1661762;237.99
V-1000NB;2024-05-06;266-1661717;113.99
V-1000NB;2024-05-10;266-1661718;75.99
V-1000NB;2024-05-09;266-1661719;121.99
V-1000NB;2024-05-09;266-1661720;101.99
V-1000NB;2024-05-08;266-1662099;131.99
V-1000NB;2024-05-10;266-1661722;149.99
V-1000NB;2024-05-13;266-1661739;229.99
V-1000NB;2024-05-22;266-1662814;137.99
V-1000NB;2024-05-10;266-1661740;113.99
V-1000NB;2024-05-08;266-1661764;280
V-1000NB;2024-05-10;266-1661753;149.99
V-1000NB;2024-05-10;266-1661754;59.99
V-1000NB;2024-05-08;266-1661766;111
V-1000NB;2024-05-06;266-1661777;98
V-1000NB;2024-05-13;266-1661842;116.99
V-1000NB;2024-05-07;266-1661791;168
V-1000NB;2024-05-10;266-1661792;179.99
V-1000NB;2024-05-14;266-1661826;75.99
V-1000NB;2024-05-13;266-1661843;227.99
V-1000NB;2024-05-16;266-1661949;51.99
V-1000NB;2024-05-02;266-1661938;66
V-1000NB;2024-05-13;266-1662072;62
V-1000NB;2024-05-22;266-1662082;45.99
V-1000NB;2024-05-14;266-1662083;113.99
V-1000NB;2024-05-07;266-1662100;113.99
V-1000NB;2024-05-08;266-1662101;71.99
V-1000NB;2024-05-09;266-1662169;109.99
V-1000NB;2024-05-14;266-1662152;75.99
V-1000NB;2024-05-22;266-1663821;115.99
V-1000NB;2024-05-14;266-1662226;179.99
V-1000NB;2024-05-08;266-1662287;299.99
V-1000NB;2024-05-15;266-1662448;88
V-1000NB;2024-05-16;266-1662533;229.99
V-1000NB;2024-05-17;266-1662446;63.99
V-1000NB;2024-05-22;266-1662447;65.99
V-1000NB;2024-05-13;266-1662459;217.99
V-1000NB;2024-05-17;266-1662566;113.99
V-1000NB;2024-05-09;266-1662560;71.99
V-1000NB;2024-05-14;266-1662561;111.99
V-1000NB;2024-05-16;266-1662600;151.99
V-1000NB;2024-05-16;266-1662601;111.99
V-1000NB;2024-05-10;266-1662602;137.99
V-1000NB;2024-05-24;266-1662860;75.99
V-1000NB;2024-05-17;266-1662688;75.99
V-1000NB;2024-05-17;266-1662710;113.99
V-1000NB;2024-05-22;266-1662861;98.99
V-1000NB;2024-05-14;266-1662837;131.99
V-1000NB;2024-05-14;266-1662921;99.99
V-1000NB;2024-05-14;266-1662922;113.99
V-1000NB;2024-05-13;266-1662954;57.99
V-1000NB;2024-05-22;266-1663004;123.99
V-1000NB;2024-05-27;266-1663085;103.99
V-1000NB;2024-05-23;266-1663086;199.99
V-1000NB;2024-05-23;266-1663123;113.99
V-1000NB;2024-05-15;266-1663142;57.99
V-1000NB;2024-05-23;266-1663151;113.99
V-1000NB;2024-05-23;266-1663194;113.99
V-1000NB;2024-05-23;266-1663282;86.99
V-1000NB;2024-05-21;266-1663287;75.99
V-1000NB;2024-05-24;266-1663295;87.99
V-1000NB;2024-05-24;266-1663330;67.99
V-1000NB;2024-05-17;266-1663383;99.99
V-1000NB;2024-05-23;266-1663384;139.99
V-1000NB;2024-05-15;266-1663396;99.99
V-1000NB;2024-05-21;266-1663397;57.99
V-1000NB;2024-05-17;266-1663399;76
V-1000NB;2024-05-16;266-1663424;123.99
V-1000NB;2024-05-24;266-1663425;113.99
V-1000NB;2024-05-15;266-1663426;149.99
V-1000NB;2024-05-31;266-1663512;71.99
V-1000NB;2024-05-22;266-1664012;99.99
V-1000NB;2024-05-22;266-1663513;99.99
V-1000NB;2024-05-27;266-1663514;75.99
V-1000NB;2024-05-30;266-1663534;155.99
V-1000NB;2024-05-16;266-1663589;213.99
V-1000NB;2024-05-16;266-1663778;77.99
V-1000NB;2024-05-22;266-1663779;199.99
V-1000NB;2024-05-27;266-1663707;113.99
V-1000NB;2024-05-22;266-1663729;213.99
